id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
32984,Rental unit in Stockholm · ★4.23 · 1 bedroom · 1 bed · 1 bath,53396,Chris,,Kungsholmens,59.32779,18.04998,Entire home/apt,1408,40,24,2016-06-28,0.15,1,320,0,
164448,Rental unit in Stockholm · ★4.86 · 2 bedrooms · 2 beds · 1 shared bath,784312,Li,,Södermalms,59.31389,18.06087,Private room,954,3,372,2023-06-19,2.56,2,134,42,
170651,Condo in Stockholm · ★4.71 · 1 bedroom · 2 beds · 1.5 baths,814021,Marie,,Södermalms,59.31702,18.02946,Entire home/apt,1168,3,46,2023-05-13,0.32,1,295,5,
220851,Rental unit in Stockholm · ★4.68 · 1 bedroom · 1 bed · 1 shared bath,412283,Fredric,,Kungsholmens,59.33351,18.03693,Private room,600,3,62,2023-06-12,0.43,1,291,5,
238411,Rental unit in Stockholm · ★4.79 · 1 bedroom · 2 beds · 1 bath,1250232,Mia,,Norrmalms,59.33872,18.05131,Entire home/apt,1299,1,111,2016-12-13,0.79,1,27,0,
242188,Rental unit in Stockholm · ★4.89 · 2 bedrooms · 1 bed · 1 shared bath,784312,Li,,Södermalms,59.31198,18.06076,Private room,800,2,374,2023-06-21,2.70,2,59,42,
274876,Rental unit in Stockholm · ★4.96 · 3 bedrooms · 3 beds · 1 bath,1437153,Emma,,Södermalms,59.31251981515274,18.092256045255645,Entire home/apt,3892,3,116,2020-01-04,0.85,1,153,0,
281004,Rental unit in Stockholm · ★4.89 · 1 bedroom · 2 beds · 1 bath,1225201,Marietta,,Hägersten-Liljeholmens,59.31038,18.02618,Entire home/apt,889,3,18,2023-06-24,0.13,1,217,10,
299154,Rental unit in Stockholm · ★4.63 · 1 bedroom · 2 beds · 1 bath,1541953,Daniel,,Södermalms,59.31846,18.07042,Entire home/apt,1011,2,594,2023-06-24,4.86,1,146,38,
299863,Rental unit in Stockholm · ★4.49 · 1 bedroom · 1 bed · 1 bath,1322033,Anna,,Hägersten-Liljeholmens,59.30318,17.99521,Private room,500,2,52,2023-06-26,0.38,4,207,15,
301680,Home in Långbro · ★4.61 · 1 bedroom · 1 bed · 1 shared bath,1554143,Anitta,,Älvsjö,59.27635,17.99165,Private room,750,1,36,2022-04-29,0.27,2,365,0,
302496,Rental unit in Norrmalm · ★4.96 · 3 bedrooms · 6 beds · 2 baths,1557657,Seta,,Norrmalms,59.34685,18.06056,Entire home/apt,3000,5,86,2023-06-19,0.64,1,274,8,
313195,Rental unit in Stockholm · ★4.79 · 1 bedroom · 2 beds · 1 bath,956221,David,,Norrmalms,59.34737,18.04984,Entire home/apt,1983,1,102,2023-06-25,0.77,1,16,56,
313763,Loft in Stockholm · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,1533849,Martin P.,,Norrmalms,59.34283,18.0493,Private room,430,3,51,2019-09-26,0.38,1,0,0,
357012,Condo in Stockholm · ★5.0 · 3 bedrooms · 3 beds · 1.5 baths,1214515,Carl,,Södermalms,59.31865,18.03956,Entire home/apt,2771,3,22,2022-08-07,0.16,1,34,3,
380611,Rental unit in Rågsved · ★4.24 · 1 bedroom · 2 beds · 2 shared baths,1322033,Anna,,Enskede-Årsta-Vantörs,59.25357,18.02841,Private room,370,3,29,2019-08-23,0.21,4,364,0,
385701,Townhouse in Stockholm · ★4.13 · 4 bedrooms · 5 beds · 1.5 baths,1930434,Alex,,Farsta,59.25094,18.09676,Entire home/apt,1100,10,8,2022-08-05,0.08,1,3,1,
438129,Townhouse in Hagsätra · ★4.80 · 1 bedroom · 1 bed · 2 shared baths,914316,Ea,,Enskede-Årsta-Vantörs,59.26424,18.02277,Private room,350,1,30,2023-06-03,0.22,2,303,7,
442837,Rental unit in Stockholm · ★4.63 · 1 bedroom · 1 bed · 1 shared bath,2200827,Jo,,Hägersten-Liljeholmens,59.310410933554515,18.02404045094815,Private room,806,3,99,2023-06-07,0.73,1,22,3,
451155,Home in Stockholm · ★4.65 · 3 bedrooms · 3 beds · 1 bath,2240860,Malin,,Enskede-Årsta-Vantörs,59.28003,18.05527,Entire home/apt,2200,3,25,2022-07-24,0.19,1,23,1,
475409,Rental unit in Stockholm · ★4.54 · 1 bedroom · 1 bed · 1 shared bath,2356697,Cor,,Södermalms,59.31412,18.08274,Private room,537,3,44,2017-06-29,0.33,1,210,0,
514133,Rental unit in Stockholm · ★4.92 · 1 bedroom · 2 beds · 1 bath,2532579,Mira,,Norrmalms,59.33992,18.04361,Entire home/apt,1607,1,13,2023-06-16,0.11,2,285,8,
533880,Rental unit in Stockholm · ★4.78 · 1 bedroom · 1 bed · Shared half-bath,2624450,Jarl,,Östermalms,59.34412,18.08957,Private room,647,10,105,2018-08-08,0.78,1,0,0,
536691,Rental unit in Stockholm · ★4.63 · 1 bedroom · 1 bed,2636194,Cecilia,,Södermalms,59.31863,18.05503,Entire home/apt,1179,4,91,2023-06-14,0.68,1,251,3,
539747,Villa in Skarpnäcks Gård · 3 bedrooms · 3 beds · 2.5 baths,2651868,Helena,,Skarpnäcks,59.2783119,18.1181517,Entire home/apt,2150,6,0,,,1,95,0,
556363,Loft in Stockholm · ★4.60 · Studio · 2 beds · 1.5 baths,2735709,Lennard,,Norrmalms,59.34171,18.03712,Entire home/apt,800,6,45,2022-02-25,0.45,1,9,0,
560308,Rental unit in Stockholm · ★4.67 · 2 bedrooms · 3 beds · 1 bath,2755002,Checkin,,Bromma,59.33536,17.97669,Entire home/apt,1760,20,13,2022-10-13,0.10,3,211,5,
565912,Villa in Stockholm · ★4.77 · 3 bedrooms · 4 beds · 2 baths,2782963,Patrik,,Hägersten-Liljeholmens,59.31711,18.00519,Entire home/apt,3530,5,22,2023-06-29,0.18,1,4,1,
568341,Rental unit in Stockholm · ★4.71 · 1 bedroom · 1 bed · 1 bath,2755002,Checkin,,Kungsholmens,59.33583,18.02983,Entire home/apt,1409,2,24,2023-06-26,0.26,3,287,19,
581243,Rental unit in Stockholm · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,2860556,Edwin,,Östermalms,59.33894,18.0919,Private room,500,1,698,2023-06-19,5.23,1,3,68,
708979,Rental unit in Johanneshov · ★5.0 · 3 bedrooms · 3 beds · 1.5 baths,1842108,Samuel,,Skarpnäcks,59.292661,18.11225,Entire home/apt,556,14,7,2018-07-29,0.05,1,1,0,
748847,Rental unit in Stockholm · ★4.78 · 2 bedrooms · 3 beds · 1 bath,3934547,Heath,,Södermalms,59.31544,18.0755,Entire home/apt,1295,75,19,2021-06-04,0.15,1,219,0,
755843,Rental unit in Stockholm · ★4.79 · 1 bedroom · 4 beds · 2 baths,3978910,Pär,,Kungsholmens,59.32881,18.03559,Entire home/apt,1533,2,161,2023-06-04,1.74,1,206,24,
763407,Rental unit in Stockholm · ★4.94 · 3 bedrooms · 3 beds · 1 bath,3549257,Gabriella,,Norrmalms,59.34489,18.05216,Entire home/apt,1850,3,100,2023-05-21,0.80,1,19,4,
770995,Rental unit in Stockholm · ★4.88 · 3 bedrooms · 3 beds · 1 bath,4067436,Peter,,Kungsholmens,59.32881,18.04668,Entire home/apt,4150,5,16,2023-05-07,0.19,1,352,1,
776155,Loft in Stockholm · ★5.0 · 1 bedroom · 1 bed · 1 bath,3963441,Ann-Sofie,,Norrmalms,59.34353,18.05081,Entire home/apt,1800,5,22,2018-10-09,0.17,1,87,0,
785218,Home in Stockholm · ★4.94 · 3 bedrooms · 6 beds · 1 bath,4139711,Fredrik,,Kungsholmens,59.32142,17.99469,Entire home/apt,1929,5,17,2022-08-15,0.14,1,232,5,
810344,Rental unit in Stockholm · ★4.79 · 1 bedroom · 1 bed · 1 bath,3189338,Lisa,,Östermalms,59.33591,18.08483,Entire home/apt,1700,5,135,2023-02-20,1.08,1,309,12,
822497,Rental unit in Hägerstensåsen · ★4.82 · 2 bedrooms · 3 beds · 1.5 baths,4319402,Moa,,Hägersten-Liljeholmens,59.29788,17.98505,Entire home/apt,1450,3,45,2023-06-19,0.36,1,180,5,
838442,Rental unit in Stockholm · ★4.61 · 1 bedroom · 6 beds · 1 bath,4380521,Joakim,,Norrmalms,59.33593,18.05542,Entire home/apt,2329,1,64,2023-06-10,0.72,3,248,13,
840600,Rental unit in Stockholm · ★4.91 · Studio · 1 bed · 1.5 shared baths,4390012,Anna,,Kungsholmens,59.33633,18.03002,Private room,790,4,118,2023-06-04,0.97,1,37,15,
845365,Rental unit in Bredäng · ★4.55 · Studio · 3 beds · 1 shared bath,4174933,Michael Erik & Mae Jane,,Skärholmens,59.29578,17.92813,Private room,280,1,29,2018-07-09,0.27,1,70,0,
858902,Rental unit in Stockholm · ★4.74 · 1 bedroom · 1 bed · 1.5 baths,4495747,Lotta,,Östermalms,59.33884,18.08536,Private room,810,3,42,2023-06-15,0.34,1,5,6,
873178,Rental unit in Stockholm · 1 bedroom · 2 beds · 1 bath,4592458,Linéa,,Södermalms,59.3134,18.06872,Entire home/apt,1500,1,0,,,1,52,0,
884403,Rental unit in Stockholm · ★4.82 · 1 bedroom · 1 bed · 1 bath,779150,Henrik,,Södermalms,59.307583,18.080265,Entire home/apt,1299,5,54,2022-06-25,0.43,1,326,0,
897584,Rental unit in Stockholm · ★4.91 · 1 bedroom · 1 bed · 1.5 baths,1552575,Viveka,,Hägersten-Liljeholmens,59.30091,17.99012,Entire home/apt,550,3,46,2023-01-01,0.36,1,0,1,
897730,Rental unit in Stockholm · ★5.0 · 2 bedrooms · 1 bed · 1.5 baths,4789660,Garp,,Södermalms,59.31952,18.04272,Entire home/apt,1244,5,14,2022-07-29,0.17,1,4,1,
903577,Condo in Gamla Enskede · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,4830362,Jeanette,,Enskede-Årsta-Vantörs,59.28674,18.0953,Private room,935,1,29,2023-06-19,0.33,1,179,13,
916806,Guesthouse in Stockholm · ★4.48 · 1 bedroom · 1 bed · 1 bath,4922434,Julia,,Skärholmens,59.27977,17.89568,Entire home/apt,797,3,323,2023-06-04,2.58,2,311,23,
938750,Rental unit in Stockholm · 1 bedroom · 3 beds · 2.5 baths,4664327,Peter,,Södermalms,59.31577,18.07724,Private room,3000,14,1,2013-11-09,0.01,1,1,0,
954832,Rental unit in Stockholm · ★4.93 · 1 bedroom · 2 beds · 1 bath,4059782,Mikael,,Kungsholmens,59.33567,18.03108,Entire home/apt,1090,3,269,2023-06-22,2.17,1,253,40,
974175,Rental unit in Stockholm · ★4.95 · 2 bedrooms · 3 beds · 1 bath,67255,Sofie & Jesper,,Norrmalms,59.34463,18.04589,Entire home/apt,2000,5,133,2023-05-12,1.10,1,56,5,
1041103,Rental unit in Stockholm · ★4.91 · 3 bedrooms · 1 bed · 1 shared bath,5731936,Karoline,,Hägersten-Liljeholmens,59.31096,18.00796,Private room,550,4,57,2023-06-20,0.46,1,11,13,
1048260,Rental unit in Stockholm · ★4.77 · 1 bedroom · 1 bed · 1 bath,5770735,Annika,,Skarpnäcks,59.29782,18.08865,Entire home/apt,700,3,88,2023-06-13,0.71,1,268,9,
1054406,Rental unit in Stockholm · ★4.82 · 2 bedrooms · 5 beds · 1 bath,5806608,Thomas,,Älvsjö,59.27347,17.958,Entire home/apt,1165,2,180,2023-06-20,1.76,1,318,33,
1096827,Rental unit in Stockholm · ★4.86 · 1 bedroom · 2 beds · 1 bath,6027093,Anita,,Enskede-Årsta-Vantörs,59.28454,18.0866,Entire home/apt,800,4,52,2022-08-05,0.42,1,83,3,
1151217,Rental unit in Stockholm · ★4.90 · 3 bedrooms · 3 beds · 2 baths,6044097,Anna,,Södermalms,59.30966,18.07877,Entire home/apt,1250,120,10,2022-08-01,0.08,1,231,1,
1153177,Rental unit in Stockholm · ★4.85 · 3 bedrooms · 5 beds · 1.5 baths,6319741,Terry,,Östermalms,59.34453,18.08507,Entire home/apt,3200,6,147,2023-06-24,1.20,1,314,16,
1158893,Home in Stockholm · ★4.97 · 4 bedrooms · 6 beds · 1.5 baths,2043953,Dany,,Hägersten-Liljeholmens,59.2932,17.95069,Entire home/apt,3495,3,98,2023-05-31,0.88,1,247,8,
1166419,Rental unit in Stockholm · ★4.75 · 1 bedroom · 2 beds · 1.5 baths,6387456,Margit,,Norrmalms,59.34858,18.05753,Entire home/apt,850,5,17,2023-06-08,0.14,1,33,4,
1168964,Rental unit in Stockholm · ★4.81 · 1 bedroom · 2 beds · 1 shared bath,4640226,Leila,,Skarpnäcks,59.26466,18.12983,Private room,417,1,59,2022-10-03,0.48,1,0,10,
1170669,Home in Stockholm · ★5.0 · 4 bedrooms · 4 beds · 2 baths,6409405,Jennie,,Enskede-Årsta-Vantörs,59.28332,18.04978,Entire home/apt,1800,3,7,2022-07-24,0.06,1,223,1,
1170766,Loft in Stockholm · ★4.88 · 1 bedroom · 1 bed · 1 bath,6409820,Annika,,Södermalms,59.32047,18.05648,Private room,750,3,202,2023-05-30,1.65,1,159,31,
1170802,Rental unit in Stockholm · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,5809604,Petra,,Skarpnäcks,59.28966,18.10292,Private room,330,3,6,2022-09-17,0.47,1,0,4,
1173290,Rental unit in Stockholm · ★4.83 · 3 bedrooms · 5 beds · 2 baths,6422311,Christian,,Norrmalms,59.34001,18.02843,Entire home/apt,1612,28,23,2015-08-10,0.19,2,263,0,
1189469,Condo in Stockholm · ★4.87 · 3 bedrooms · 2 beds · 1.5 baths,6502443,Wenche,,Östermalms,59.34138,18.07625,Entire home/apt,2950,3,47,2023-06-20,0.39,1,167,2,
1204621,Rental unit in Stockholm · ★4.92 · 1 bedroom · 1 bed · 1.5 shared baths,6580202,Nettan,,Östermalms,59.34636,18.11033,Private room,450,1,130,2020-02-06,1.09,1,0,0,
1228583,Rental unit in Stockholm · ★4.89 · 2 bedrooms · 2 beds · 1 bath,6701871,Linda,,Södermalms,59.31016,18.05401,Entire home/apt,950,3,18,2022-08-18,0.27,1,0,4,
1231897,Rental unit in Stockholm · ★4.81 · 1 bedroom · 2 beds · 1 bath,6718202,Alexander,,Skarpnäcks,59.2753,18.13421,Private room,1086,2,32,2019-09-02,0.26,1,364,0,
1234960,Villa in Enskede · ★4.75 · 3 bedrooms · 4 beds · 2 baths,6246528,Jacob,,Enskede-Årsta-Vantörs,59.28009,18.06047,Entire home/apt,3429,3,86,2023-06-10,0.76,1,112,9,
1250227,Rental unit in Stockholm · ★4.76 · 1 bedroom · 1 bed · 1 bath,6812616,Per,,Östermalms,59.34199,18.06906,Entire home/apt,700,90,23,2019-04-05,0.19,1,61,0,
1251666,Rental unit in Stockholm · 1 bedroom · 1 bed · 1 bath,6819493,Marie-Andree,,Östermalms,59.35087,18.06241,Entire home/apt,875,5,0,,,1,250,0,
1254130,Rental unit in Stockholm · ★4.93 · 1 bedroom · 1 bed · 1 bath,6832481,Amalia,,Norrmalms,59.34153,18.06322,Entire home/apt,1500,30,29,2023-05-30,0.24,1,1,3,
1255668,Rental unit in Stockholm · ★4.82 · 2 bedrooms · 2 beds · 1 bath,6839874,Sandra,,Kungsholmens,59.32357,17.98983,Entire home/apt,2000,5,29,2023-01-04,0.24,1,76,5,
1258584,Villa in Stockholm · 1 bedroom,6854622,Maria & Robert,,Kungsholmens,59.31886,17.98479,Private room,3765,7,0,,,1,0,0,
1262188,Condo in Stockholm · ★4.79 · 2 bedrooms · 4 beds · 1 bath,6873897,Karin,,Södermalms,59.31382,18.06254,Entire home/apt,2143,5,59,2023-05-21,0.48,1,12,6,
1263558,Rental unit in Stockholm · ★4.80 · 2 bedrooms · 3 beds · 2 baths,6879406,Carl,,Norrmalms,59.34607,18.06306,Entire home/apt,2000,7,10,2023-01-09,0.10,1,208,2,
1267540,Rental unit in Stockholm · 3 bedrooms · 3 beds · 1 bath,6305220,Nalvia,,Södermalms,59.31815,18.0301,Entire home/apt,1000,5,2,2022-07-30,0.04,1,0,1,
1271843,Rental unit in Stockholm · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,6922243,André,,Södermalms,59.31664,18.05903,Private room,1143,2,179,2023-06-18,1.52,1,118,24,
1307331,Townhouse in Stockholm · ★4.64 · 4 bedrooms · 6 beds · 2 baths,7107147,Marcus,,Hägersten-Liljeholmens,59.30438,17.96837,Entire home/apt,2353,3,26,2020-01-09,0.21,1,182,0,
1323752,Rental unit in Stockholm · ★5.0 · 3 bedrooms · 4 beds · 2 baths,7185274,Linda,,Södermalms,59.31323,18.05996,Entire home/apt,2210,6,4,2014-11-15,0.03,1,51,0,
1326959,Rental unit in Stockholm · ★4.70 · 1 bedroom · 1 bed · 1 shared bath,7201533,Kajje,,Södermalms,59.30876,18.06514,Private room,509,3,63,2022-08-21,0.52,1,27,2,
1334246,Rental unit in Stockholm · ★4.19 · 1 bedroom · 1 bed · 1 private bath,7236601,Mia,,Södermalms,59.31313,18.05693,Private room,722,7,100,2023-06-09,1.02,1,344,3,
1341533,Bed and breakfast in Stockholm · ★4.92 · 1 bedroom · 1 bed · 1 bath,5866335,Per J,,Södermalms,59.32068,18.06563,Private room,750,1,101,2023-05-26,0.84,2,0,13,
1369232,Rental unit in Stockholm · ★4.76 · 1 bedroom · 1 bed · 1 shared bath,7425669,Håkan,,Skarpnäcks,59.29562,18.09225,Private room,450,2,106,2023-06-04,0.88,2,205,10,
1381616,Rental unit in Stockholm · ★4.96 · 3 bedrooms · 5 beds · 1.5 baths,6120456,Viktoria,,Östermalms,59.35365,18.09849,Entire home/apt,3000,6,23,2018-07-07,0.19,1,67,0,
1417777,Rental unit in Stockholm · ★4.98 · 1 bedroom · 1 bed · 1 shared bath,7638228,Sara,,Kungsholmens,59.32916,18.02933,Private room,700,2,46,2023-03-26,0.48,1,288,7,
1469714,Townhouse in Stockholm · ★4.94 · 3 bedrooms · 3 beds · 1 bath,4361489,Jonas,,Skarpnäcks,59.28659,18.11973,Entire home/apt,2300,3,71,2023-06-26,0.61,1,212,9,
1486023,Rental unit in Stockholm · ★4.79 · 2 bedrooms · 2 beds · 1 shared bath,7948578,Amaniel,,Skarpnäcks,59.26545,18.13086,Private room,400,2,199,2023-06-20,1.66,1,326,6,
1497100,Rental unit in Stockholm · ★4.82 · 1 bedroom · 2 beds · 1 bath,8000729,Catherine,,Skarpnäcks,59.27643,18.13432,Private room,500,2,93,2022-05-27,0.83,1,179,0,
1514308,Rental unit in Stockholm · 1 bedroom · 1 bed · 1 bath,8085644,Lidia,,Enskede-Årsta-Vantörs,59.2596,18.02515,Private room,824,1,0,,,1,0,0,
1516772,Condo in Stockholm · ★4.92 · 1 bedroom · 2 beds · 1 bath,8098475,Emilia,,Södermalms,59.32027,18.05884,Entire home/apt,1500,5,25,2023-05-29,0.21,1,51,5,
1517062,Rental unit in Stockholm · ★4.73 · 3 bedrooms · 3 beds · 1.5 baths,8099417,Paul,,Norrmalms,59.34404,18.03584,Entire home/apt,2180,4,58,2022-08-03,0.49,1,3,1,
1526905,Townhouse in Stockholm · ★4.64 · 3 bedrooms · 3 beds · 2 baths,8127405,Susanna & Markus,,Skärholmens,59.27477,17.8875,Entire home/apt,1099,6,11,2022-08-09,0.13,1,16,3,
1553258,Home in Stockholm · ★4.88 · 2 bedrooms · 2 beds · 1.5 baths,8271834,Annette,,Enskede-Årsta-Vantörs,59.2846,18.09112,Entire home/apt,2345,4,17,2019-07-23,0.15,1,3,0,
1578027,Rental unit in Hägersten · ★4.86 · 1 bedroom · 1 bed · 1.5 shared baths,8387566,Mats,,Hägersten-Liljeholmens,59.30522,17.97684,Private room,412,7,14,2023-05-31,0.13,4,171,2,
1590268,Villa in Stockholm · ★5.0 · 4 bedrooms · 5 beds · 2.5 baths,1744471,Tomas,,Enskede-Årsta-Vantörs,59.28507,18.07657,Entire home/apt,3257,2,17,2023-06-26,0.18,1,69,8,
1595682,Rental unit in Stockholm · ★4.61 · 1 bedroom · 2 beds · 1 bath,7262219,Charlie,,Södermalms,59.32443,18.07014,Entire home/apt,2000,3,196,2023-05-29,2.08,1,66,42,
1622938,Rental unit in Stockholm · ★4.97 · 3 bedrooms · 4 beds · 1 bath,5261161,Yamilla,,Södermalms,59.31892,18.07324,Entire home/apt,2986,2,34,2022-08-06,0.31,1,10,3,
1634582,Rental unit in Stockholm · ★4.75 · 1 bedroom · 2 beds · 1 bath,8682987,Annika,,Södermalms,59.32465,18.07507,Entire home/apt,1690,3,207,2023-06-29,1.95,1,294,10,
1647364,Loft in Stockholm · ★4.93 · 1 bedroom · 2 beds · 1 bath,8729335,Elisabet,,Södermalms,59.31311,18.08324,Entire home/apt,1836,3,108,2023-06-28,1.02,1,98,11,
1695375,Rental unit in Stockholm · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,6258710,Jennie,,Hägersten-Liljeholmens,59.30509,18.01309,Private room,800,2,50,2019-06-04,0.43,1,176,0,
1698887,Rental unit in Stockholm · ★5.0 · 3 bedrooms · 5 beds · 2 baths,8971123,Mia And Christer,,Södermalms,59.31729,18.06978,Entire home/apt,2000,3,8,2023-06-05,0.08,1,0,1,
1705234,Rental unit in Stockholm · ★4.76 · 1 bedroom · 1 bed · 1 bath,8941577,Lovisa,,Södermalms,59.31063,18.07854,Entire home/apt,1500,3,105,2020-11-01,0.89,2,0,0,
1750830,Rental unit in Stockholm · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,9210474,Jonas,,Södermalms,59.31862,18.06506,Private room,923,3,233,2023-06-27,2.39,1,300,40,
1808722,Rental unit in Stockholm · ★4.64 · Studio · 1 bed · 1.5 baths,3443084,Sara,,Östermalms,59.33464,18.08514,Entire home/apt,882,20,47,2015-11-18,0.40,1,150,0,
1840491,Rental unit in Stockholm · ★4.78 · 1 bedroom · 2 beds · 1 bath,9618596,Ami,,Södermalms,59.31682,18.05794,Private room,790,3,204,2022-08-10,1.86,1,242,3,
1899299,Rental unit in Stockholm · ★4.87 · 1 bedroom · 2 beds · 1 bath,9864929,Anna,,Södermalms,59.31455,18.08412,Entire home/apt,1100,2,24,2019-10-20,0.24,1,0,0,
1909266,Home in Stockholm · ★5.0 · 4 bedrooms · 4 beds · 2 baths,515561,Stefan,,Älvsjö,59.27087,17.971,Entire home/apt,8000,7,14,2022-08-20,0.13,1,235,1,
1976424,Home in Stockholm · 4 bedrooms · 6 beds · 2 baths,10193488,Magnus,,Bromma,59.32446,17.93298,Entire home/apt,1000,3,2,2015-08-15,0.02,1,0,0,
1981087,Townhouse in Stockholm · ★4.84 · 1 bedroom · 2 beds · 1.5 shared baths,6339311,Ulrike,,Skärholmens,59.29226,17.92663,Private room,600,2,103,2023-06-26,0.90,2,188,16,
1987813,Townhouse in Stockholm · ★4.77 · 1 bedroom · 1 bed · 1.5 shared baths,6339311,Ulrike,,Skärholmens,59.29336,17.92649,Private room,600,2,60,2023-06-28,0.53,2,278,5,
2015509,Rental unit in Stockholm · ★4.84 · 4 bedrooms · 4 beds · 1.5 baths,9028233,Filip,,Södermalms,59.31926,18.04005,Entire home/apt,3295,4,58,2022-08-05,0.53,1,0,3,
2049610,Rental unit in Norrmalm · ★4.91 · 2 bedrooms · 3 beds · 2 baths,10505049,Stefan,,Norrmalms,59.34387,18.03548,Entire home/apt,2850,5,11,2023-01-03,0.26,1,27,4,
2105577,Rental unit in Stockholm · ★5.0 · 2 bedrooms · 3 beds · 1 bath,10734409,Peter,,Skarpnäcks,59.27742,18.13,Entire home/apt,1200,9,4,2019-08-04,0.07,1,16,0,
2106913,Rental unit in Stockholm · ★4.58 · 1 bedroom · 2 beds · 1.5 baths,10741379,Moa,,Kungsholmens,59.33267,18.01661,Entire home/apt,397,5,33,2022-06-30,0.30,1,0,1,
2122036,Rental unit in Stockholm · ★4.84 · 2 bedrooms · 2 beds · 1.5 baths,10295304,Tina,,Norrmalms,59.33819,18.06881,Entire home/apt,850,90,101,2020-09-17,0.89,1,88,0,
2123798,Rental unit in Södermalm · ★New · 2 bedrooms · 4 beds · 2 baths,1560570,Karolina,,Södermalms,59.30933403968624,18.06431215239257,Entire home/apt,1700,7,0,,,1,90,0,
2161404,Condo in Stockholm · ★5.0 · 2 bedrooms · 2 beds · 1 bath,784410,Karin,,Södermalms,59.30883,18.0631,Entire home/apt,2000,6,5,2023-02-09,0.05,1,8,1,
2166026,Home in Stockholm · ★4.79 · 6 bedrooms · 10 beds · 2.5 baths,4455221,Janu,,Enskede-Årsta-Vantörs,59.26965,18.06399,Entire home/apt,2900,2,248,2023-06-14,2.27,2,265,16,
2176443,Rental unit in Stockholm · ★4.59 · 1 bedroom · 1 bed · 1.5 shared baths,3429907,Ella,,Södermalms,59.31691,18.06119,Private room,547,5,66,2023-05-21,0.58,1,112,4,
2190867,Rental unit in Stockholm · ★4.85 · 3 bedrooms · 3 beds · 1 bath,11173110,Carina,,Södermalms,59.31128,18.06236,Entire home/apt,3793,2,110,2023-06-25,0.96,1,60,20,
2241162,Rental unit in Stockholm · ★5.0 · 2 bedrooms · 2 beds · 1 bath,10152883,Martina,,Norrmalms,59.34772,18.06245,Entire home/apt,1600,7,12,2019-05-04,0.11,1,0,0,
2418718,Rental unit in Stockholm County · ★4.25 · 3 bedrooms · 2 beds · 1 bath,6843582,Johanna,,Skärholmens,59.30026,17.93944,Entire home/apt,1500,2,6,2014-08-15,0.05,1,0,0,
2450331,Rental unit in Stockholm · ★4.93 · 1 bedroom · 1 bed · 1 bath,12529935,Mikael,,Norrmalms,59.34496,18.05438,Entire home/apt,1050,4,193,2023-06-26,2.08,1,280,46,
2466035,Rental unit in Stockholm · ★4.43 · 1 bedroom · 1 bed · 1 bath,12608827,Anna,,Kungsholmens,59.33677,18.0272,Entire home/apt,990,7,8,2018-09-16,0.08,1,365,0,
2494551,Rental unit in Stockholm · ★5.0 · 3 bedrooms · 4 beds · 2 baths,12343125,Asa,,Norrmalms,59.34293,18.05353,Entire home/apt,3000,10,12,2020-01-03,0.11,1,183,0,
2498868,Home in Stockholm · 4 bedrooms · 4 beds · 3 baths,1362639,Henrik,,Norrmalms,59.33151,18.06398,Entire home/apt,4014,1,0,,,1,23,0,
2508990,Rental unit in Stockholm · ★4.86 · 1 bedroom · 1 bed · 1 bath,12840873,Odd,,Kungsholmens,59.3326,17.99644,Entire home/apt,700,3,36,2015-09-02,0.33,1,0,0,
2535773,Rental unit in Stockholm · ★4.89 · 1 bedroom · 1 bed · 1.5 baths,12985144,Maria,,Södermalms,59.30921,18.06457,Private room,700,30,19,2023-06-24,0.17,1,204,15,
2557713,Rental unit in Stockholm · ★4.98 · 3 bedrooms · 4 beds · 1 bath,6944102,Marie,,Södermalms,59.31434,18.06096,Entire home/apt,2200,3,119,2023-06-06,1.06,1,230,12,
2589346,Rental unit in Stockholm · ★4.75 · 1 bedroom · 1 bed · 1.5 shared baths,2203983,Annelie,,Hägersten-Liljeholmens,59.3088,17.9891,Private room,412,30,13,2022-12-17,0.14,1,125,2,
2624356,Rental unit in Stockholm · ★5.0 · 2 bedrooms · 3 beds · 1.5 baths,13441032,Peter,,Kungsholmens,59.3398,18.00785,Entire home/apt,1850,2,22,2023-06-02,0.20,1,290,5,
2638846,Home in Skarpnäcks Gård · 3 bedrooms · 4 beds · 2 baths,13513175,Lina,,Skarpnäcks,59.27644189999999,18.114881,Entire home/apt,1300,5,0,,,1,83,0,
2639392,Condo in Stockholm · ★4.81 · 2 bedrooms · 1 bed · 1 shared bath,3418393,Teresia,,Farsta,59.26278,18.07926,Private room,481,6,110,2022-09-24,1.02,1,120,5,
2647595,Loft in Stockholm · ★4.80 · 1 bedroom · 1 bed · 1 bath,7976790,Per,,Östermalms,59.33761,18.10043,Entire home/apt,632,10,358,2023-06-19,3.50,1,21,46,
